id,title,detected_microskills,detected_categories,detected_evidence,detected_microskills_count
367,Software Development Business Analyst (e-Health &  e-Government Sector) Athens,"[""Σαφής και συνοπτική επικοινωνία"", ""Διαχείριση προσοχής και συγκέντρωσης"", ""Παρακολούθηση και έλεγχος αναγκών και απαιτήσεων χρηστών"", ""Ενεργητική ακρόαση""]","[""Επαγγελματική Επικοινωνία"", ""Προσωπική Διαχείριση"", ""Διοικητική Υποστήριξη""]","{""Σαφής και συνοπτική επικοινωνία"": {""score"": 4, ""keywords"": [""strong communication""], ""semantic_groups"": [""communication + client"", ""communication + stakeholder""]}, ""Διαχείριση προσοχής και συγκέντρωσης"": {""score"": 3, ""keywords"": [""attention detail""], ""semantic_groups"": [""attention + detail""]}, ""Παρακολούθηση και έλεγχος αναγκών και απαιτήσεων χρηστών"": {""score"": 2, ""keywords"": [""monitor user""], ""semantic_groups"": []}, ""Ενεργητική ακρόαση"": {""score"": 1, ""keywords"": [], ""semantic_groups"": [""identify + need""]}}",4
369,Software Development Business Analyst (e-Health &  e-Government Sector) Thessaloniki,"[""Σαφής και συνοπτική επικοινωνία"", ""Διαχείριση προσοχής και συγκέντρωσης"", ""Παρακολούθηση και έλεγχος αναγκών και απαιτήσεων χρηστών"", ""Ενεργητική ακρόαση""]","[""Επαγγελματική Επικοινωνία"", ""Προσωπική Διαχείριση"", ""Διοικητική Υποστήριξη""]","{""Σαφής και συνοπτική επικοινωνία"": {""score"": 4, ""keywords"": [""strong communication""], ""semantic_groups"": [""communication + client"", ""communication + stakeholder""]}, ""Διαχείριση προσοχής και συγκέντρωσης"": {""score"": 3, ""keywords"": [""attention detail""], ""semantic_groups"": [""attention + detail""]}, ""Παρακολούθηση και έλεγχος αναγκών και απαιτήσεων χρηστών"": {""score"": 2, ""keywords"": [""monitor user""], ""semantic_groups"": []}, ""Ενεργητική ακρόαση"": {""score"": 1, ""keywords"": [], ""semantic_groups"": [""identify + need""]}}",4
372,"Central Monitor Data Analyst, Senior Associate- Risk Based Monitoring","[""Σαφής και συνοπτική επικοινωνία"", ""Σύνταξη επαγγελματικών email"", ""Επιβεβαίωση οδηγιών και απαιτήσεων""]","[""Επαγγελματική Επικοινωνία"", ""Ψηφιακή Παραγωγικότητα και ΤΝ""]","{""Σαφής και συνοπτική επικοινωνία"": {""score"": 7, ""keywords"": [""verbal written communication"", ""communicate effectively"", ""written communication""], ""semantic_groups"": [""communication + stakeholder""]}, ""Σύνταξη επαγγελματικών email"": {""score"": 2, ""keywords"": [""written communication""], ""semantic_groups"": []}, ""Επιβεβαίωση οδηγιών και απαιτήσεων"": {""score"": 1, ""keywords"": [], ""semantic_groups"": [""follow + instruction""]}}",3
387,Application Support & QA Analyst (e-Health & e-Government Sector) Thessaloniki,"[""Διαχείριση προσοχής και συγκέντρωσης"", ""Σαφής και συνοπτική επικοινωνία"", ""Επιβεβαίωση οδηγιών και απαιτήσεων""]","[""Προσωπική Διαχείριση"", ""Επαγγελματική Επικοινωνία""]","{""Διαχείριση προσοχής και συγκέντρωσης"": {""score"": 5, ""keywords"": [""attention detail"", ""detail orient""], ""semantic_groups"": [""attention + detail""]}, ""Σαφής και συνοπτική επικοινωνία"": {""score"": 4, ""keywords"": [""excellent communication""], ""semantic_groups"": [""communication + client"", ""communication + customer""]}, ""Επιβεβαίωση οδηγιών και απαιτήσεων"": {""score"": 1, ""keywords"": [], ""semantic_groups"": [""verify + detail""]}}",3
464,Accountant – Industrial Cost Analyst,"[""Διαχείριση χρόνου""]","[""Προσωπική Διαχείριση""]","{""Διαχείριση χρόνου"": {""score"": 2, ""keywords"": [""time management""], ""semantic_groups"": []}}",1
552,HR Systems Analyst,"[""Διαχείριση προσοχής και συγκέντρωσης"", ""Διαχείριση χρόνου"", ""Οργάνωση ψηφιακού χώρου εργασίας""]","[""Προσωπική Διαχείριση"", ""Διαχείριση Δεδομένων και Πληροφορίας""]","{""Διαχείριση προσοχής και συγκέντρωσης"": {""score"": 4, ""keywords"": [""attention detail""], ""semantic_groups"": [""attention + detail"", ""data + accuracy""]}, ""Διαχείριση χρόνου"": {""score"": 3, ""keywords"": [""meet deadlin""], ""semantic_groups"": [""meet + deadlin""]}, ""Οργάνωση ψηφιακού χώρου εργασίας"": {""score"": 1, ""keywords"": [], ""semantic_groups"": [""record + keep""]}}",3
701,Vessel Performance Analyst,"[""Σαφής και συνοπτική επικοινωνία""]","[""Επαγγελματική Επικοινωνία""]","{""Σαφής και συνοπτική επικοινωνία"": {""score"": 5, ""keywords"": [""written verbal communication"", ""verbal communication""], ""semantic_groups"": [""communication + client""]}}",1
741,Business Intelligence and Data Analyst (Atrium Platinum)-Rhodes,"[""Διαχείριση προσοχής και συγκέντρωσης"", ""Σαφής και συνοπτική επικοινωνία""]","[""Προσωπική Διαχείριση"", ""Επαγγελματική Επικοινωνία""]","{""Διαχείριση προσοχής και συγκέντρωσης"": {""score"": 6, ""keywords"": [""attention detail"", ""data accuracy""], ""semantic_groups"": [""attention + detail"", ""data + accuracy""]}, ""Σαφής και συνοπτική επικοινωνία"": {""score"": 2, ""keywords"": [""excellent communication""], ""semantic_groups"": []}}",2
964,Senior Business Process Management (BPM) Analyst,"[""Ανάλυση και αξιολόγηση ροών εργασίας"", ""Οργάνωση και διαχείριση ροών εργασίας"", ""Παρακολούθηση και έλεγχος ροών εργασίας"", ""Τεκμηρίωση και βελτίωση ροών εργασίας"", ""Συντονισμός και προτεραιοποίηση ροών εργασίας"", ""Ανάλυση και αξιολόγηση εργασιακών διαδικασιών""]","[""Προσωπική Διαχείριση""]","{""Ανάλυση και αξιολόγηση ροών εργασίας"": {""score"": 2, ""keywords"": [""workflow management""], ""semantic_groups"": []}, ""Οργάνωση και διαχείριση ροών εργασίας"": {""score"": 2, ""keywords"": [""workflow management""], ""semantic_groups"": []}, ""Παρακολούθηση και έλεγχος ροών εργασίας"": {""score"": 2, ""keywords"": [""workflow management""], ""semantic_groups"": []}, ""Τεκμηρίωση και βελτίωση ροών εργασίας"": {""score"": 2, ""keywords"": [""workflow management""], ""semantic_groups"": []}, ""Συντονισμός και προτεραιοποίηση ροών εργασίας"": {""score"": 2, ""keywords"": [""workflow management""], ""semantic_groups"": []}, ""Ανάλυση και αξιολόγηση εργασιακών διαδικασιών"": {""score"": 2, ""keywords"": [""analyz process""], ""semantic_groups"": []}}",6
1030,Construction Manager,"[""Σαφής και συνοπτική επικοινωνία""]","[""Επαγγελματική Επικοινωνία""]","{""Σαφής και συνοπτική επικοινωνία"": {""score"": 1, ""keywords"": [], ""semantic_groups"": [""communication + client""]}}",1
1075,Workforce Management Analyst,"[""Σαφής και συνοπτική επικοινωνία"", ""Διαχείριση προσοχής και συγκέντρωσης"", ""Ενεργητική ακρόαση"", ""Διαχείριση χρόνου""]","[""Επαγγελματική Επικοινωνία"", ""Προσωπική Διαχείριση""]","{""Σαφής και συνοπτική επικοινωνία"": {""score"": 4, ""keywords"": [""excellent communication""], ""semantic_groups"": [""communication + customer"", ""communication + stakeholder""]}, ""Διαχείριση προσοχής και συγκέντρωσης"": {""score"": 3, ""keywords"": [""attention detail""], ""semantic_groups"": [""attention + detail""]}, ""Ενεργητική ακρόαση"": {""score"": 2, ""keywords"": [], ""semantic_groups"": [""understand + need"", ""identify + need""]}, ""Διαχείριση χρόνου"": {""score"": 1, ""keywords"": [], ""semantic_groups"": [""prioritize + task""]}}",4
1130,IT Operations Business Analyst (Senior),"[""Διαχείριση χρόνου"", ""Ενεργητική ακρόαση"", ""Σαφής και συνοπτική επικοινωνία""]","[""Προσωπική Διαχείριση"", ""Επαγγελματική Επικοινωνία""]","{""Διαχείριση χρόνου"": {""score"": 3, ""keywords"": [""time management"", ""prioritization""], ""semantic_groups"": []}, ""Ενεργητική ακρόαση"": {""score"": 3, ""keywords"": [""understand customer need""], ""semantic_groups"": [""understand + need""]}, ""Σαφής και συνοπτική επικοινωνία"": {""score"": 1, ""keywords"": [], ""semantic_groups"": [""communication + customer""]}}",3
1131,IT Operations Business Analyst (Senior),"[""Διαχείριση χρόνου"", ""Ενεργητική ακρόαση"", ""Σαφής και συνοπτική επικοινωνία""]","[""Προσωπική Διαχείριση"", ""Επαγγελματική Επικοινωνία""]","{""Διαχείριση χρόνου"": {""score"": 3, ""keywords"": [""time management"", ""prioritization""], ""semantic_groups"": []}, ""Ενεργητική ακρόαση"": {""score"": 3, ""keywords"": [""understand customer need""], ""semantic_groups"": [""understand + need""]}, ""Σαφής και συνοπτική επικοινωνία"": {""score"": 1, ""keywords"": [], ""semantic_groups"": [""communication + customer""]}}",3
